loss_train,loss_val,ssim_train,ssim_val,mse_train,mse_val
0.3944183524285259,0.11925386844409837,0.4319083094596863,0.388884037733078,0.3912179172039032,0.037008967250585556
0.07929977171676858,0.07692417000523871,0.7211123704910278,0.6936486959457397,0.012891017831861973,0.016682321205735207
0.06892072753183973,0.05244658054370019,0.7960165739059448,0.8380770683288574,0.010126273147761822,0.006497364956885576
0.06651839739832437,0.05770950805809763,0.83208167552948,0.8448516130447388,0.010063143447041512,0.008108051493763924
0.06409573770254892,0.0648669328333603,0.8559684157371521,0.8251028656959534,0.009349619038403034,0.015935614705085754
0.06378479834337723,0.07528980459190077,0.8700027465820312,0.8564924001693726,0.009457947686314583,0.022412285208702087
0.06243047221115729,0.06242869085528784,0.8803977370262146,0.8909398913383484,0.009182530455291271,0.019648922607302666
0.06426269080369704,0.04487384814355108,0.8758906722068787,0.8949260711669922,0.009442330338060856,0.00458100950345397
0.06037854543282307,0.04683517390448186,0.8886390328407288,0.8974121809005737,0.008221462368965149,0.007553639356046915
0.059557628586658425,0.04181087379240327,0.8936900496482849,0.9043139815330505,0.008149524219334126,0.004147476051002741
0.05979045279334504,0.05091529691384898,0.8968249559402466,0.8956533074378967,0.008221592754125595,0.00662796339020133
0.05797561673972583,0.0391377544340988,0.8999271392822266,0.9081690907478333,0.007737669162452221,0.003909626044332981
0.05379908954591437,0.04303424176760018,0.9057977795600891,0.9072608947753906,0.006644780281931162,0.005425580777227879
0.05392548077195088,0.03849194912860791,0.9041479825973511,0.9064266085624695,0.006683823652565479,0.004304319620132446
0.052568215275964426,0.03806240608294805,0.9056071639060974,0.910110354423523,0.006346230395138264,0.0036424461286514997
0.049814781683482766,0.036198290401241846,0.9116185903549194,0.9143409132957458,0.005645004101097584,0.003348345635458827
0.048613483485926416,0.035948705652521715,0.9134261012077332,0.9142575263977051,0.005454846657812595,0.0037480206228792667
0.04769862354909387,0.03311364991693861,0.9138253927230835,0.9159532189369202,0.005285848863422871,0.0028943351935595274
0.04593272477409281,0.048425061317781605,0.9155501127243042,0.8965435028076172,0.0049311816692352295,0.006128393579274416
0.04555592422607403,0.03148974204022023,0.916714072227478,0.9190316796302795,0.0048613580875098705,0.002615339821204543
0.04346739509643211,0.032571665295917124,0.9193644523620605,0.9175703525543213,0.004500852897763252,0.0026788832619786263
0.04259826643666746,0.030802232963550422,0.920524537563324,0.9168462157249451,0.004316464066505432,0.0024726304691284895
0.04130291104379409,0.029892613774993353,0.9222636818885803,0.9209669232368469,0.00410277396440506,0.002376072108745575
0.040490564888899655,0.030350556002101965,0.9229713082313538,0.9211871027946472,0.0040363711304962635,0.0033595678396523
0.03952289632355682,0.028776300062114995,0.9249832630157471,0.9217090010643005,0.00381670449860394,0.0022478331811726093
0.03810863833754293,0.034598964240608945,0.9264394640922546,0.9193962216377258,0.0036016288213431835,0.0031847821082919836
0.03750845465709835,0.028385998034435842,0.9272953271865845,0.9235004782676697,0.003505121683701873,0.0021762752439826727
0.03617607978228767,0.027245252108615305,0.928900420665741,0.9247998595237732,0.0032900283113121986,0.0020308028906583786
0.035084243189820404,0.02633007830526266,0.9303025007247925,0.9256928563117981,0.003114502876996994,0.0019742639269679785
0.034388027871014526,0.026302026041472953,0.9309185743331909,0.9256910085678101,0.0030237941537052393,0.001956645166501403
0.033493452568291615,0.02661191628107594,0.932142436504364,0.9256719946861267,0.0028862757608294487,0.001955172745510936
0.032556220202028835,0.025326053611934185,0.9328439831733704,0.9270656108856201,0.002750764600932598,0.0018592559499666095
0.032124679909201356,0.025241969696556527,0.9334266185760498,0.927277684211731,0.002716389484703541,0.001821662881411612
0.03142670569954464,0.025050249985522695,0.9342629909515381,0.9276072978973389,0.0026149495970457792,0.0017914811614900827
0.030968761207407856,0.024332349266236026,0.934634268283844,0.9282019138336182,0.0025672055780887604,0.001738563529215753
0.03060409067744627,0.02482455893833604,0.9349909424781799,0.9280365109443665,0.0025119674392044544,0.0017754826694726944
0.03011972394211513,0.024813908954254456,0.9353657364845276,0.9281808137893677,0.0024470160715281963,0.0017778075998649001
0.030015900012675206,0.02427461122473081,0.9355534911155701,0.928142786026001,0.002447237726300955,0.0017345764208585024
0.02984446226547343,0.024754849598846503,0.9358460903167725,0.9281464219093323,0.0024094919208437204,0.0017706509679555893
0.029779690569906717,0.024816600709325738,0.9356472492218018,0.9279505014419556,0.0024010688066482544,0.0017777092289179564
